dataset,model,rmse,rank
california,PyGAM,1.428598,43
california,DT_mini,0.797055,32
california,DT_large,0.784121,28
california,OLS,2.191360,60
california,LassoCV,2.087627,50
california,RidgeCV,2.178053,56
california,RF,0.718275,17
california,GBM,0.650275,7
california,MLP,1.088485,40
california,FIGS_mini,0.754661,24
california,FIGS_large,0.737994,18
california,RuleFit,0.741651,19
california,HSTree_mini,0.795105,31
california,HSTree_large,0.768189,26
california,EBM,0.660017,9
california,TabPFN,0.603801,1
california,DecisionTreeSimple,0.806478,33
california,SparseHingeGreedyApr18a,0.747258,22
california,CompactResidualAdditiveApr18b,1.739250,45
california,SignedRuleResidualApr18c,109.300800,70
california,SparseKnotAtlasApr18d,1.576777,44
california,BudgetedResidualSplineApr18e,2.134827,53
california,AnchoredResidualRuleApr18f,2.160286,54
california,ScreenedSplineAtlasApr18g,0.887068,36
california,DenseBackboneSplineAtlasApr18h,2.211100,61
california,LinearStumpAtlasApr18j,2.182638,58
california,HybridInteractStumpAtlasApr18k,4.420919,67
california,ResidualSplineTensorAtlasApr18l,4.392362,65
california,CounterfactualAnchorSplineAtlasApr18m,4.390231,64
california,CounterfactualAnchorForestAtlasApr18n,4.395919,66
california,StochasticLineSearchTreeAtlasApr18o,4.630636,68
california,OrthogonalLeafStackingApr18p,1.991149,48
california,BlendForestResidualAtlasApr18q,1.789865,46
california,CalibratedSubsampledBoostApr18s,6.352283,69
california,ValidatedProjectionBoostApr18u,2.172599,55
california,BootstrapSparseTrigAtlasApr18v,0.742446,20
california,QuantizedResidualTreeBoostApr18w,2.048312,49
california,AnchorGatedSplineMixtureApr18x,3.426698,62
california,AnchorGatedSplineMixtureApr18y,3.426698,63
california,SparseProbeAtlasApr18z,0.747258,23
california,DistilledTreeBlendAtlasApr18aa,0.776440,27
california,QuantileGatedTeacherBlendApr18ac,0.666054,11
california,CrossFittedDualBoostProbeApr18ad,0.708147,16
california,HistDistilledProbeAtlasApr18af,0.788821,29
california,TabPFNSparseSplineProbeApr18ai,2.123316,52
california,AdaptiveTriTeacherProbeApr18aj,0.791713,30
california,ValidationRouterSplineApr18ak,0.747156,21
california,TournamentEBMSplineApr18al,0.643462,2
california,AdaptiveTabPFNTournamentApr18am,0.643462,3
california,TabPFNResidualAdapterApr18ao,0.643462,4
california,TabPFNHistProbeAtlasApr18as,0.950725,38
california,CalibratedDualBoostAtlasApr18au,0.678281,14
california,TeacherStudentTabProbeApr18av,0.865790,35
california,BudgetRoutedTabPFNAtlasApr18ax,0.681876,15
california,LeafEmbedHingeAtlasApr18ay,0.816864,34
california,QuantileResidualBoostAtlasApr18bc,0.649833,6
california,ValidationTournamentBoostAtlasApr18bd,0.648589,5
california,BackfitGA2MProbeAtlasApr18bg,2.186028,59
california,TeacherStudentSplineAtlasApr18bh,0.759546,25
california,ObliviousResidualProbeAtlasApr18bi,2.181472,57
california,ResidualGradientProbeAtlasApr18bj,2.113717,51
california,TriExpertHoldoutBlendAtlasApr18bk,1.032327,39
california,ValSoftmaxTeacherAtlasApr18bm,1.295012,42
california,ReweightedSplineStageBoostApr19a,1.814863,47
california,CalibratedTeacherAnchorAtlasApr19b,0.671975,12
california,CalibratedTabPFNResidualSketchApr19c,0.930360,37
california,CrossFitHistSplineLedgerApr19g,1.109504,41
california,CrossFitGBMSplineLedgerApr19i,0.655621,8
california,RashomonRouterHistApr19m,0.662513,10
california,TabPFNResidualRuleLedgerApr19o,0.676944,13
abalone,PyGAM,0.705364,11
abalone,DT_mini,0.794185,64
abalone,DT_large,0.797057,65
abalone,OLS,0.721231,37
abalone,LassoCV,0.720338,30
abalone,RidgeCV,0.721876,38
abalone,RF,0.732093,47
abalone,GBM,0.735919,51
abalone,MLP,0.708886,14
abalone,FIGS_mini,0.793158,63
abalone,FIGS_large,0.801452,68
abalone,RuleFit,0.784597,62
abalone,HSTree_mini,0.800492,66
abalone,HSTree_large,0.769955,60
abalone,EBM,0.710895,18
abalone,TabPFN,0.670875,1
abalone,DecisionTreeSimple,0.804593,69
abalone,SparseHingeGreedyApr18a,0.735356,49
abalone,CompactResidualAdditiveApr18b,0.716939,27
abalone,SignedRuleResidualApr18c,0.712228,23
abalone,SparseKnotAtlasApr18d,0.720470,31
abalone,BudgetedResidualSplineApr18e,0.722074,39
abalone,AnchoredResidualRuleApr18f,0.716843,26
abalone,ScreenedSplineAtlasApr18g,0.755083,56
abalone,DenseBackboneSplineAtlasApr18h,0.710321,16
abalone,LinearStumpAtlasApr18j,0.714484,25
abalone,HybridInteractStumpAtlasApr18k,0.696461,3
abalone,ResidualSplineTensorAtlasApr18l,0.712276,24
abalone,CounterfactualAnchorSplineAtlasApr18m,0.711817,21
