commit,mean_rank,frac_interpretability_tests_passed,status,model_name,description
baseline,6.88,0.6000,baseline,PyGAM,generalized additive model with 10 splines per feature and default settings
baseline,11.74,0.7600,baseline,DT_mini,small decision tree with up to 8 max_leaf_nodes
baseline,10.88,0.6000,baseline,DT_large,large decision tree with up to 20 max_leaf_nodes
baseline,8.47,0.7200,baseline,OLS,ordinary least squares linear regression
baseline,8.70,0.5600,baseline,LassoCV,Lasso linear model with cross-validation to select the regularization parameter
baseline,8.40,0.6800,baseline,RidgeCV,Ridge linear model with cross-validation to select the regularization parameter
baseline,5.51,0.2800,baseline,RF,"random forest with 50 tree estimators, each with max_depth of 5"
baseline,5.19,0.6800,baseline,GBM,"gradient boosting machine with 100 tree estimators, each with max_depth of 3"
baseline,11.44,0.2800,baseline,MLP,"multi-layer perceptron with default hidden layer size, ReLU activation, and Adam solver"
baseline,10.12,0.5200,baseline,FIGS_mini,small FIGS with up to 8 max_rules
baseline,9.47,0.6400,baseline,FIGS_large,large FIGS with up to 20 max_rules
baseline,7.95,0.4800,baseline,RuleFit,RuleFit with up to 20 max_rules
baseline,11.35,0.6800,baseline,HSTree_mini,small HSTree with up to 8 max_leaf_nodes
baseline,9.42,0.8000,baseline,HSTree_large,large HSTree with up to 20 max_leaf_nodes
baseline,4.00,0.0800,baseline,EBM,explainable boosting machine (InterpretML) with 3 outer bags and 1000 max rounds
baseline,3.22,0.0800,baseline,TabPFN,TabPFN foundation model for tabular data
e835e0d,10.84,0.6000,,DecisionTreeSimple,Baseline interpretable regressor (shallow decision tree)
