dataset,model,rmse,rank
california,PyGAM,1.428598,22
california,DT_mini,0.797055,15
california,DT_large,0.784121,13
california,OLS,2.191360,45
california,LassoCV,2.087627,31
california,RidgeCV,2.178053,40
california,RF,0.718275,4
california,GBM,0.650275,2
california,MLP,1.088485,19
california,FIGS_mini,0.754661,11
california,FIGS_large,0.737994,7
california,RuleFit,0.741651,9
california,HSTree_mini,0.795105,14
california,HSTree_large,0.768189,12
california,EBM,0.660017,3
california,TabPFN,0.603801,1
california,DecisionTreeSimple,0.806478,16
california,SparseSymbolicV1,1.240277,21
california,OneSplitSparseLinV1,2.438304,59
california,SparseAddHingeV1,2.303173,57
california,SparseRuleResidualV1,2.135144,34
california,SparseLinHingeV2,2.151207,37
california,SparseHybridSymV1,2.137119,35
california,SparseBackbonePWV1,1.941348,29
california,SparseAdaptiveHingeV1,0.722268,5
california,SparseRuleLinearV1,2.183194,41
california,SparseSplineHingeV1,1.934401,28
california,CompactSymbolicBasisV1,2.472801,62
california,HardThreshBackboneV1,2.002393,30
california,RidgePlusOneHingeV1,1.887267,26
california,SnapRidgeStumpV1,2.466534,60
california,CalibratedRidgeRuleV1,2.188581,44
california,SymbolicOMPBasisV1,0.741301,8
california,AxisGatedSparseLinearV1,2.536786,63
california,SparseAdditiveKnotV1,1.459679,23
california,StabilitySparseLinearV1,2.196661,53
california,AdditiveHingeRidgeV1,2.472487,61
california,ResidualSymbolicRidgeV1,2.353352,58
california,BifurcatedSparseAffineV1,2.134729,33
california,TriLeafSparseRuleLinearV1,2.193008,50
california,SparseCalibratedResidualV1,2.193485,51
california,RidgeSingleHingeV1,2.197218,54
california,SplitAdjustedRidgeV1,2.602597,64
california,SparseLinearResidualStumpsV1,2.159897,39
california,DenseRidgeOneKnotV1,2.186875,43
california,QuantileAdditiveBackfitV1,0.750418,10
california,ScreenedOMPFormulaV1,117.819316,67
california,RobustSparseRidgeEqV1,0.728870,6
california,ValSparseRidgeHingeV1,2.208593,55
california,ScoreCalibSparseV1,1.090320,20
california,SparseAdditiveKnotMixV2,1.757940,25
california,SparseBackboneResHingeV1,2.186471,42
california,SparseBackboneTwoKnotV1,2.194838,52
california,AdaptiveMassSparseRidgeV1,2.156427,38
california,ScreenedRidgeInteractionsV1,2.956538,65
california,AdditiveTwoKnotGroupRidgeV1,1.713579,24
california,SparseScoreCalibV1,0.880131,18
california,RidgeStepResidualV1,2.191749,48
california,SparseAffineSplitBackboneV1,2.193004,49
california,SparseResidualPairwiseV1,7.423796,66
california,GCVRidgeEquationV1,2.191548,46
california,SparseAdditiveStumpBoostV1,0.827363,17
california,TransparentInteractionRidgeV1,2.095716,32
california,ResidualSplitRidgeV1,1.909744,27
california,HierSparseInterRidgeV1,2.266105,56
california,DenseResSymbolicRidgeV1,2.191701,47
california,SparseBackboneOffsetRuleV1,2.140366,36
abalone,PyGAM,0.705364,3
abalone,DT_mini,0.794185,60
abalone,DT_large,0.797057,61
abalone,OLS,0.721231,37
abalone,LassoCV,0.720338,28
abalone,RidgeCV,0.721876,42
abalone,RF,0.732093,50
abalone,GBM,0.735919,51
abalone,MLP,0.708886,6
abalone,FIGS_mini,0.793158,59
abalone,FIGS_large,0.801452,63
abalone,RuleFit,0.784597,58
abalone,HSTree_mini,0.800492,62
abalone,HSTree_large,0.769955,56
abalone,EBM,0.710895,9
abalone,TabPFN,0.670875,1
abalone,DecisionTreeSimple,0.804593,64
abalone,SparseSymbolicV1,0.762611,55
abalone,OneSplitSparseLinV1,0.708909,7
abalone,SparseAddHingeV1,0.725695,47
abalone,SparseRuleResidualV1,0.719548,24
abalone,SparseLinHingeV2,0.717499,20
abalone,SparseHybridSymV1,0.720879,31
abalone,SparseBackbonePWV1,0.716066,16
abalone,SparseAdaptiveHingeV1,0.713956,13
abalone,SparseRuleLinearV1,0.725521,46
abalone,SparseSplineHingeV1,0.704703,2
abalone,CompactSymbolicBasisV1,0.736766,52
abalone,HardThreshBackboneV1,0.717273,19
abalone,RidgePlusOneHingeV1,0.730821,49
abalone,SnapRidgeStumpV1,0.719140,23
abalone,CalibratedRidgeRuleV1,0.721174,36
abalone,SymbolicOMPBasisV1,0.718959,21
abalone,AxisGatedSparseLinearV1,0.708336,4
abalone,SparseAdditiveKnotV1,0.729246,48
abalone,StabilitySparseLinearV1,0.721013,33
abalone,AdditiveHingeRidgeV1,15.370070,67
abalone,ResidualSymbolicRidgeV1,0.713733,11
abalone,BifurcatedSparseAffineV1,0.721301,40
abalone,TriLeafSparseRuleLinearV1,0.721231,38
abalone,SparseCalibratedResidualV1,0.721231,39
abalone,RidgeSingleHingeV1,0.720126,25
abalone,SplitAdjustedRidgeV1,0.715659,15
